item	corpus_ID	idx	final_label	individual_labels	target	prev	next
lanzamiento|NOUN|m	1	21	2	2,2,2,2,2	También instaron a la Comisión a que ordene a Enisa que trabaje en un esquema de certificación que garantice que el lanzamiento de 5G en la UE cumpla con los estándares de seguridad más altos .	Los eurodiputados pidieron a la Comisión y a los Estados miembros que proporcionen orientación sobre cómo abordar las amenazas y vulnerabilidades cibernéticas al comprar equipos 5G , por ejemplo , diversificando equipos de diferentes proveedores o introduciendo procesos de adquisición en varias fases .	Este martes , el comisario de Seguridad , Julian King , y el vicepresidente comunitario responsable de Agenda Digital , Andrus Ansip , han destacado que cualquier ciberataque o riesgo de las redes de última generación en un estado miembro afectaría al conjunto de la UE .
lanzamiento|NOUN|m	1	8	2	2,2,2,2,2	El grupo va a comenzar este mes el lanzamiento de una nueva enseña , Eroski Rapid .	Markaide señaló que el objetivo es alcanzar un nivel “ confortable ” que ronde los 1.600 millones .	Tras probar este concepto en Cataluña lo va a expandir a otras ubicaciones en el Mediterráneo y en Baleares .
lanzamiento|NOUN|m	1	9	2	2,2,2,2,2	Por ello , Fanta ha elegido España para el lanzamiento mundial de su nueva botella , con el objetivo de continuar apostando por la innovación y sorprender a sus consumidores .	Actualmente , España es el primer país en volumen de ventas de Fanta en Europa , el séptimo del mundo y cuenta con un 64 % de la cuota de mercado en Hostelería de bebidas refrescantes en España , siendo 5 millones de españoles los que consumen Fanta cada día .	El proceso de fabricación ha contado con el esfuerzo de proveedores locales de vidrio de León , Sevilla y Canarias y la adaptación de 69 máquinas de producción .
lanzamiento|NOUN|m	1	19	2	2,2,2,2,2	El ejercicio se presumía de lo más interesante : mediado el curso ya se han producido más de 50 lanzamientos en España y durante los meses que restan la cadencia va a ser similar .	Antes de comenzar el año , las marcas crearon una hoja de ruta de lo más concurrida para este 2017 , con puestas al día de viejos conocidos , pero también con la presentación de modelos inéditos .	El mercado sigue los derroteros establecidos en los años anteriores .
lanzamiento|NOUN|m	1	13	2	2,2,2,2,2	Además , el pasado mes de octubre , Daimler y Geely anunciaron el lanzamiento de un negocio conjunto para ofrecer servicios de transporte en China .	Geely , que ya se convirtió en el principal accionista de Daimler el año pasado , ayudaría al grupo alemán a mantener la marca Smart , que genera grandes perdidas y el año pasado solo vendió 130.000 vehículos , una mínima parte de las 2,25 millones de unidades vendidas por Mercedes Benz .	La firma asiática se ha expandido rápidamente en los últimos años .
lanzamiento|NOUN|m	1	17	2	2,2,2,2,2	Renfe afronta la liberalización del transporte de pasajeros en 2020 y está inmersa en proyectos como el lanzamiento del AVE de bajo coste , bautizado como EVA , o la modernización de las flotas de alta velocidad y Cercanías .	La elección del tándem con larga experiencia Táboas-Pardo , a las riendas de las dos grandes empresas públicas del ferrocarril , bien puede leerse como un intento de no paralizar un sector con grandes retos a la vista .	Todos ellos , junto a los voluminosos planes de inversión en Cercanías , han sido puestos en marcha durante el periodo de gestión de Alfaro , que también había lanzado la búsqueda de un socio industrial para Renfe Mercancías .
lanzamiento|NOUN|m	1	4	2	2,2,2,2,2	De hecho , el lanzamiento de Coca-Cola también supone un desafío a esta última , con la que mantiene un proceso de arbitraje por un supuesto caso de incumplimiento de contrato .	La marca de origen austriaco domina , solo en EE UU , más del 30 % del mercado , según Statista , a cierta distancia de su inmediato competidor , Monster .	Coca-Cola adquirió en 2014 el 16,7 % de esta marca por un valor aproximado de 2.100 millones de dólares , convirtiéndose en su primer accionista .
lanzamiento|NOUN|m	1	6	2	2,2,2,2,2	No hay una fecha oficial de lanzamiento del servicios pero la compañía ha comenzado a seleccionar personal para su nueva división .	El proyecto ha estado en desarrollo en Chicago durante varios meses tras una prueba en Los Ángeles , según fuentes que cita el diario británico .	Uber ya cuenta con un gran número de conductores en Chicago que podrían ser empleados en el nuevo proyecto .
lanzamiento|NOUN|m	1	32	2	2,2,2,2,2	Licenciado en Ciencias Económicas por la Universidad Complutense de Madrid e ingeniero técnico aeronáutico por la Universidad Politécnica de Madrid , el hoy consejero delegado de Vueling también estuvo presente en el lanzamiento de Iberia Express en 2012 .	Sánchez-Prieto figura en el comité de dirección de IAG , conoció a la Iberia en crisis y participó decididamente en su reestructuración , con la puesta en marcha del Plan de Transformación junto al presidente Luis Gallego .	Esta figura que suena como relevo de Luis Gallego se ha forjado en los últimos años entre fuertes crisis y crecimiento .
lanzamiento|NOUN|m	1	13	2	2,2,2,2,2	Pasadas las 09.30 horas de la mañana , la comisión judicial responsable del lanzamiento ha llegado a la Plaza Margaret Thatcher .	A los pocos minutos también llegaron tres furgonetas de la Unidad de Intervención Policial ( UIP ) del Cuerpo Nacional de Policía , dentro del protocolo habitual en los desalojos .	Coincidiendo con su aparición , han emergido los cánticos habituales de la organización aún con más fuerza como " obrero y español " o " ayudas sociales para los nacionales " .
lanzamiento|NOUN|m	1	57	2	2,2,2,2,2	Una vez que la CNMV dio ayer su visto bueno a la opa de Hochtief , con su oferta de 18.200 millones por el 100 % de la compañía catalana de autopistas ( 18,36 euros por título frente a los 16,50 que marcaba la opa original de Atlantia ) , las empresas creen tener margen para el lanzamiento de su proyecto conjunto .	Además de esta circunstancia , las dos empresas que han pujado por Abertis tienen su foco en el control de la concesionaria francesa Sanef .	La Ley del Mercado de Valores permite movimientos hasta cinco días antes del cierre del plazo de aceptación , fijado en 30 días por el ente regulador a partir de " la difusión pública y general de la oferta " ( publicación en un diario de tirada nacional y en el Boletín de la Cotización ) .
lanzamiento|NOUN|m	1	9	2	2,2,2,2,2	Pero fue ayer , coincidiendo con el anuncio del lanzamiento de la nueva web global , cuando el Registro Mercantil irlandés publicó la solicitud de disolución de ITX Fashion Limited .	En 2017 , ITX Fashion Ltd ya no tenía ninguna actividad , tal y como se refleja en la memoria anual del grupo textil de ese año , porque las filiales de cada país fueron asumiendo las ventas digitales de sus mercado .	Inditex mantiene activas en Irlanda las filiales que gestionan las tiendas físicas y la sociedad ITX Re Dac , que se encarga de la actividad de reaseguramiento de sus puntos de venta .
lanzamiento|NOUN|m	1	6	2	2,2,2,2,2	La operadora ha anunciado hoy el lanzamiento de Vodafone Pass , una propuesta que permite a los clientes acceder sin restricciones a las apps más atractivas para cada tipo de usuario , especialmente de redes sociales y música .	Vodafone España ha puesto en marcha las líneas iniciales de un nuevo modelo comercial .	Según la empresa , se refuerza así su apuesta por la personalización .
lanzamiento|NOUN|m	1	13	2	2,2,2,2,2	Durante los últimos tres años la planta ha tenido un promedio de cinco lanzamientos nuevos anuales y han logrado cuatro patentes desde 2017 .	Este centro es el único de Bayer con capacidad para producir fármacos antigripales , multivitamínicos , gastrointestinales , dermatológicos y complementos alimenticios en cápsulas de gelatina blanda .	Berlimed exporta a más de 80 países en todo el mundo .
lanzamiento|NOUN|m	1	32	2	2,1,2,2,2	El multimillonario fundador de SpaceX tuiteó el viernes pasado que la compañía de cohetes espaciales realizó la incorporación tardía de un " indicador de gravedad cero de súper alta tecnología " al lanzamiento inaugural de Crew Dragon , su primera nave construida para transportar a personas .	Ahora , Elon Musk ha demostrado ser experto en la venta de muñecos de peluche .	Adjuntó una foto que muestra un juguete de miniatura , una Tierra de peluche , sentada al lado de un maniquí que parece un astronauta .
lanzamiento|NOUN|m	1	25	2	2,2,2,2,2	En puertas de la liberalización del transporte de pasajeros en tren , fijada para 2020 , Renfe tiene anunciado para dentro de un año el lanzamiento del servicio de alta velocidad y bajo coste EVA .	En este último ejercicio tanto Iberia , con la remodelación del Puente Aéreo , como la propia Renfe , han estado afilando sus propuestas comerciales en esta ruta de negocios .	Este partirá con precios medios de 60 euros por trayecto , con un 25 % de rebaja respecto a las actuales tarifas del AVE .
lanzamiento|NOUN|m	1	1	2	2,2,2,2,2	El lanzamiento de la sexta generación del Corsa está prevista para el último trimestre de 2019 y el modelo eléctrico se lanzará en 2020 .	El vehículo , además , está en el final de su ciclo de vida y la cercanía de la llegada de la nueva generación reduce sus ventas .	Los responsables de la compañía descartaron precisar los volúmenes que se fabricarán de los nuevos modelos que llegan .
lanzamiento|NOUN|m	1	2	2	2,2,2,2,2	Desde el lanzamiento de la plataforma , Telefónica ha invertido un total de 160 millones de euros .	Arias ha destacado la colaboración con otros inversores , administraciones y otros grandes empresas , precisando que los proyectos de Wayra han movilizado cerca de 1.200 millones de euros .	Arias ha explicado que Wayra va a apostar por startups más maduras , además de elevar las aportaciones financieras a 250.000 euros .
lanzamiento|NOUN|m	1	10	2	2,2,2,2,2	Es la primera vez que la multinacional asiática hace un lanzamiento global desde España .	Por ello , la compañía ha elegido Madrid para el estreno mundial de su nuevo smartphone de gama media , Mi A2 , el sustituto del exitoso Mi A1 , del que han vendido más de 1,1 millones en todo el mundo .	Con este terminal , que tiene un precio de partida de 249 euros , Xiaomi reta a otros fabricantes chinos como Huawe y , Oppo , pero también a Motorola ( propiedad de Lenovo ) , especialmente sus móviles Moto G6 y G6 Plus , y a la gama A de Samsung .
lanzamiento|NOUN|m	1	1	2	2,2,2,2,2	El lanzamiento del plan pasa por que Fomento , como encargado de la planificación de las infraestructuras ferroviarias , diseñe su nueva estrategia en este sentido para los próximos años .	Adif está actualmente pendiente de la formación de Gobierno y el nuevo equipo del Ministerio de Fomento para concretar y poner en marcha el nuevo plan estratégico que prepara para afrontar el nuevo escenario que abrirá la entrada de competencia en el tren de viajeros a finales de 2020 .	Posteriormente , debe firmar un contrato-programa con Adif para fijar aportaciones y condiciones de mantenimiento de la red convencional .
lanzamiento|NOUN|m	1	32	2	2,2,2,2,2	Otras prioridades de los Presupuestos , de los que se ha anticipado un incremento del 39 % en la dotación para infraestructuras , hasta los 7.572 millones , bien podrían ser los lanzamientos de los planes de Cercanías de Cataluña y Madrid .	La cifra supone elevar un 41 % la inversión y afectará tanto a la línea de AVE que llegará prácticamente hasta la frontera con Portugal , como a mejoras en el trazado convencional .	El joven AVE y sus 35.000 millones de tasación como inmovilizado material en explotación contrasta con otra de las grandes redes de infraestructuras de este país , como es la de aeropuertos .
lanzamiento|NOUN|m	1	13	2	2,2,2,2,2	Y el todocamino Kona , del cual han vendido 1.700 unidades desde su lanzamiento el pasado octubre .	El i30 , que ha alcanzado las 9.475 unidades matriculadas durante 2017 .	Satrústegui también ha destacado que durante 2017 la red de concesionarios de la firma obtuvo una rentabilidad media sobre facturación de un 2,3 % .
lanzamiento|NOUN|m	1	21	2	2,2,2,2,2	Estos dos anuncios corresponden a “ la mayor ofensiva de producto realizada por Seat en su historia ” y supone el lanzamiento de seis vehículos nuevos de aquí a 2020 , “ un nuevo modelo cada seis meses ” .	El presidente recordó que el nuevo Cupra E-racer “ será el pedal de aceleración para la electrificación de la compañía y aportará emoción a los nuevos modelos ” , un signo de cómo podrían ser los nuevos Seat eléctricos .	Tras el Tarraco y el Cupra Ateca , vendrá la nueva familia León y en 2020 , el eléctrico y la incorporación de un nuevo todocamino de estilo deportivo .
lanzamiento|NOUN|m	1	19	2	2,2,2,2,2	Pero la entrada en acción de nuevas líneas ( a Galicia , Extremadura o País Vasco ) y el lanzamiento de servicios como el AVE low cost hacen prever que Renfe no estará sobrada de trenes .	La compañía que preside Isaías Táboas tiene prevista , entre finales de 2020 y principios de 2021 , la llegada de las primeras unidades del pedido de 30 trenes de alta velocidad realizado a Talgo .	Con 27 empresas inscritas en el registro especial ferroviario , y algunas de ellas con certificado de seguridad en vigor , los distintos fabricantes de AVE reconocen haber atendido a potenciales operadoras sin que , por el momento , hayan trascendido pedidos en firme .
lanzamiento|NOUN|m	1	12	2	2,2,2,2,2	A su vez , la pasada semana , la operadora anunció el lanzamiento de una oferta en exclusiva de Amazon Prime Video , la plataforma de series y películas de Amazon .	Ambas partes van a crear Vivo NFL Game Pass Season Plus para la difusión de estos contenidos .	Además , Telefónica Brasil empezó a incluir la oferta de series y películas de Netflix en algunas de sus tarifas convergentes fijo-móvil .
lanzamiento|NOUN|m	1	5	2	2,2,2,2,2	La compra no implicaría el lanzamiento de una opa , indica Adveo , dado que estaría sujeta a una de las dispensas previstas por la normativa .	Adveo ha comunicado que el consejo de administración ha aceptado las solicitudes para efectuar la due diligence previa a este tipo de operaciones .	En concreto la ley indica que una operación de capitalización de deudas no obliga a lanzar opa si se supera el 30 % del capital en caso de que « la viabilidad financiera [ de la sociedad afectada ] esté en peligro grave e inminente » y que la operación esté concebida « para garantizar la recuperación financiera a largo plazo de la sociedad » .
lanzamiento|NOUN|m	1	34	2	2,2,2,2,2	Este contempla la creación de una filial eólica , la entrada en el negocio de la gestión de activos ( supervisión de las tareas de operación y mantenimiento de las plantas ) y el lanzamiento de una división de generación distribuida ( producción de energía cerca de los puntos de consumo ) .	La consultora prepara un plan para afianzar su crecimiento en los próximos tres años .	Esta última división , que se lanzará a finales de año – “ posiblemente con una marca diferente para no confundir a los clientes ” – , ofrecerá soluciones de suministro eléctrico “ a medida ” a pequeñas industrias y comercios , de modo que puedan “ ahorrar dinero con un precio predecible y formar parte del club de las energías sostenibles ” , resalta .
lanzamiento|NOUN|m	1	33	2	2,2,2,2,2	Tras la reversión de las concesiones y puesta bajo control de la firma pública Seittsa , el ex ministro Íñigo de la Serna había marcado un calendario de relicitación que comenzaba con el lanzamiento de los pliegos en este mes de junio .	El próximo ministro , o ministra de Fomento , a la vista de que Beatriz Corredor es favorita en las quinielas para ocupar la cartera de las obras públicas y vivienda , tendrá que lidiar con las autopistas quebradas como primer y complicado toro .	Una decisión que motivó fuerte contestación entre los grupos opositores , y sobre la que el PSOE defendió que cabía analizar la gestión pública , especialmente cuando esas autopistas están remontando en tráfico y suman ingresos superiores a los 100 millones anuales .
lanzamiento|NOUN|m	1	6	2	2,2,2,2,2	Así , Vodafone ha anunciado el lanzamiento de tres tarifas móviles , Ilimitada , Ilimitada Super e Ilimitada Total , por 40,99 , 45,99 y 49,99 euros al mes , respectivamente .	Hasta ahora , solo Yoigo comercializaba una tarifa con datos ilimitados , pero dentro de una tarifa convergente .	Estarán disponibles desde el próximo 14 de abril para nuevos clientes y usuarios actuales , que podrán mantener su contrato actual .
lanzamiento|NOUN|m	1	7	2	2,2,2,2,2	En ese contexto se enmarcan estos nuevos lanzamientos , con los que Coca-Cola espera llegar a 1.000 puntos de venta nuevos , sobre todo , comercios especializados en productos naturales y ecológicos .	Beatriz Osuna , responsable de la marca en Iberia , ha destacado que " los consumidores demandan nuevas soluciones que se adapten a su estilo de vida " .	Una gama de productos que , según ha resaltado Esther Morilla , se espera que generen el 20 % de los nuevos ingresos que Coca-Cola tenga en España a partir de su llegada .
lanzamiento|NOUN|m	1	30	2	2,2,2,2,2	Se incorporó a Celgene en 2013 como directora comercial de Estados Unidos y de la franquicia I&I , puesto en el que logró reclutar a los equipos que ejecutaron el lanzamiento de Otezla ( medicamento para el tratamiento de la psoriasis ) en Estados Unidos .	Terrie Curran cuenta con más de 22 años de experiencia en la industria farmacéutica .	Actualmente , es la presidenta del área de inflamación e inmunología .
lanzamiento|NOUN|m	1	2	2	2,2,2,2,2	Desde el lanzamiento de esta oferta , la intención del banco ha sido la de cerrar su venta antes de que finalice el año .	El proyecto , denominado Vento , está integrado por préstamos sin garantías procedentes de Banco Sabadell y de la CAM .	La entidad presidida por Josep Oliu continúa así con la limpieza de su balance , una estrategia que aceleró sobre todo el año pasado con el acuerdo de venta de la práctica totalidad de su exposición inmobiliaria a Cerberus .
lanzamiento|NOUN|m	1	16	2	2,2,2,2,2	De momento , ha aprobado 330 hipotecas , por 65 millones de euros , desde el lanzamiento del producto en noviembre de 2018 , de las que 90 son subrogaciones , y espera alcanzar una cota del 0,5 % en el mercado de concesión de hipotecas , ha informado el consejero delegado de Andbank España , Carlos Aso .	El hecho de operar solo por internet le permite contar con unos gastos muy pequeños , lo que aprovecha para ofrecer las hipotecas de las más bajas de mercado , explican sus responsables .	Desde el lanzamiento de uno de sus productos estrella , la filial de Andbank ha firmado también 125 hipotecas de nueva constitución y otras 155 están pendientes de formalizarse en las próximas semanas .
lanzamiento|NOUN|m	1	21	2	2,2,2,2,2	Además , Vodafone ha mantenido su estrategia para reforzar su oferta de televisión , ampliando su catálogo de contenidos con el lanzamiento en exclusiva de FOXNOW , que se une a HBO y Netflix , entre otras ( la teleco fue la primera en traer Netflix a España en 2015 ) .	La compañía ha dado un impulso a la digitalización , que ha incluido el lanzamiento de la nueva marca Bit ( según la empresa , la primera tarifa 100 % digital del mercado español , tanto por la comercialización de tarifas como por la atención al cliente ) .	En agosto pasado , la teleco lanzó una agresiva promoción al anunciar que regalaría su mayor oferta de televisión , Vodafone TV Total , durante un año a sus clientes convergentes .
lanzamiento|NOUN|m	1	4	2	2,2,2,2,2	Entre ellas estará el lanzamiento de un canal OTT , de emisión por internet , tanto en Reino Unido como en Irlanda .	Según LaLiga , este operador " global " anunciará " en las próximas semanas " las fórmulas con las que distribuirá su oferta .	Otra de las posibilidades es la creación de un canal propio que pueda ser adquirido por los operadores de pago de estos países , como ha sucedido en España con Mediapro y su canal Bein LaLiga , o directamente , la reventa a estos de los derechos para su emisión .
lanzamiento|NOUN|m	1	2	2	2,2,2,2,2	En el lanzamiento de la filial , Telefónica indicó que las características de Smart Steps permitirían su uso en China en áreas tan diversas como la planificación y gestión de infraestructuras de transporte , urbanismo , gestión turística , seguridad pública , control de riesgos financieros , sector inmobiliario , consultoría de negocio y macro estadística .	Así , Smart Steps utiliza datos anónimos y agregados de la red que luego son extrapolados a través de un exhaustivo proceso automatizado para ofrecer información útil sobre la localización y sobre movilidad de forma rápida .	Con esta tecnología , además , Unicom reforzaba su posición en el sector de big data .
lanzamiento|NOUN|m	1	2	2	2,2,2,2,2	Desde su lanzamiento , los motores disponibles son un modelo básico de gasolina de 1.2 litros con 31 CV/kW , uno de 1.2 Turbo con inyección directa y uno de 1.6 litros diésel .	Los motores son de aluminio de última generación de tres cilindros de gasolina y cuatro cilindros diésel .	Las cajas de cambios son manuales de cinco y seis velocidades y también automática de seis velocidades .
lanzamiento|NOUN|m	1	27	2	2,2,2,2,2	Según Telefónica , refleja la transformación de la oferta de datos , enfocada en aumentar el peso de los planes recurrentes en prepago y contrato , el lanzamiento de planes familiares con datos compartidos y la incorporación de servicios digitales como vídeo , cloud o música .	El tráfico medio de datos móviles por cliente alcanza dos GB al mes , un 54 % más .	En términos generales , el presidente de Telefónica , José María Álvarez-Pallete , destaca que la operadora ha seguido “ reforzando su posicionamiento como compañía de plataformas ” .
lanzamiento|NOUN|m	1	6	2	2,2,2,2,2	La compañía anunció este martes el lanzamiento de la primera tarifa con datos móviles ilimitados en el mercado español .	Ahora de la mano de Yoigo , su marca premium .	En una presentación con los medios de comunicación , Meinrad Spenger , consejero delegado de MásMóvil , matriz de Yoigo , explicó que la compañía ha lanzado una oferta convergente con fibra , llamadas de voz y gigas infinitos para llamar y navegar con el móvil sin ninguna limitación .
lanzamiento|NOUN|m	1	12	2	2,2,2,2,2	En el caso de Francia , la compañía ha decidido posponer el lanzamiento de Orange Bank y prolongar la fase de pruebas .	El proceso , de todas maneras , no es fácil .	La teleco francesa reiteró que el lanzamiento comercial tendrá lugar después del verano .
lanzamiento|NOUN|m	1	21	2	2,2,2,2,2	Además , planea contar con un equipo de ventas propio en Europa especializado en el área psiquiátrica , para reforzar el lanzamiento de Doria .	Entre las claves que el laboratorio mostró a los inversores se encuentra dar el salto en la comercialización de productos desde los 65 países actuales a los 120 .	En este caso se trata de un fármaco inyectable de larga duración cuyo principio activo es la risperidona , para el tratamiento de la esquizofrenia y que se encuentra en fase III de los ensayos clínicos ( la última etapa ante de comercialización ) , según la información de la firma .
lanzamiento|NOUN|m	1	8	2	2,2,2,2,2	La compañía ha procedido , además , al lanzamiento de nuevas ofertas comerciales en los distintos ámbitos , entre las que figura el regalo de más gigas de datos para navegar por internet a través del teléfono móvil .	La operadora asegura que espera una mejora en los próximos meses , dada la recolocación de tarifas realizada en mayo .	En el caso de MásMóvil , fuentes del sector indican que el churn fue más alto de lo normal ese mes como consecuencia de un aumento del prepago , y señalan que Pepephone tiene una de las tasas de cancelación de clientes más bajas del mercado .
lanzamiento|NOUN|m	1	17	2	2,2,2,2,2	El directivo , con el apoyo del fondo texano , revolucionó el sector promotor español con el lanzamiento de Neinor Homes en 2015 , tras comprar la inmobiliaria a Kutxabank .	Pepa fue el hombre fuerte de Lone Star hasta 2017 .	Fue la primera apuesta clara por la necesidad de construir vivienda en España , tras el parón por la brutal crisis del ladrillo .
lanzamiento|NOUN|m	1	8	2	2,2,2,2,2	Junto con Gilpérez ha sido el artífice del lanzamiento de los paquetes Fusión , que han revolucionado las tarifas .	Gayo deberá concluir la implantación de esta tecnología en España .	El nuevo presidente de Telefónica España deberá decidir si seguir aplicando subidas de precios a cambio de más servicios , una estrategia aplicada por todas las telecos que ha provocado muchos cambios de operador a operador .
lanzamiento|NOUN|m	1	40	2	2,2,2,2,2	Morgan Stanley señala como uno de los riesgos en la evolución de la compañía “ los ambiciosos objetivos ” en el volumen de construcción de la promotora de viviendas , que debe pasar prácticamente de cero a un ritmo de lanzamiento comercial de 5.000 casas al año a partir de 2020 .	Aunque ambas entidades financieras también ven el potencial de la empresa y elevan las perspectivas sobre la revalorización del precio de la acción .	De forma coincidente , Goldman Sachs señala los “ ambiciosos objetivos de tasa de ejecución ” .
lanzamiento|NOUN|m	1	3	2	2,2,2,2,2	Para evaluar los lanzamientos del mes de diciembre , Nerflix se ha basado en previsiones .	Asimismo , las listas , basadas en la audiencia que tuvieron los programas durante los primeros 28 días después del lanzamiento , contabilizan a las personas que vieron al menos dos minutos de un programa o película .	Además , puesto que la empresa estadounidense no ha dado prácticamente datos sobre su negocio en estos años , la información ahora publicada tampoco permite ver con perspectiva lo que funciona realmente en la plataforma .
lanzamiento|NOUN|m	1	5	2	2,2,2,2,2	Nuyts fue el responsable del lanzamiento de Amazon en España , deja el puesto para dedicarse a otros proyectos , según asegura la empresa .	François Nuyts , director general de Amazon en España , ha anunciado hoy que renuncia a su cargo .	En concreto , Nuyts llegó a Amazon en julio de 2005 y llevaba al frente de la multinacional en España desde su desembarco en el mercado nacional el 14 de septiembre de 2011 , mientras que desde mayo de 2015 se situó al frente tanto de la compañía en España como en Italia .
lanzamiento|NOUN|m	1	44	2	2,2,2,2,2	Los equipos reacondicionados , que a menudo se ofrecen como una vía para luchar contra la obsolescencia programada ( la práctica de algunos fabricantes que tratan de acelerar el envejecimiento de sus productos , bien de manera real o simplemente adelantando el ritmo de lanzamiento de nuevos productos para que los anteriores sean vistos como antiguos en poco tiempo ) , tienen diferencias frente a los de segunda mano .	En 2014 , se vendieron en todo el mundo 56 millones de dispositivos de este tipo .	En el primer caso los productos se abren , verifican y si hay algún elemento ( por ejemplo , la batería ) que no funciona bien se cambia por otro nueva .
lanzamiento|NOUN|m	1	31	2	2,2,2,2,2	Aunque la mayoría de las marcas de coches no tendrán problemas para cumplir con los objetivos de emisiones de CO2 fijados para 2021 , la organización denuncia que están retrasando el lanzamiento de modelos más eficientes .	Además , según recoge el informe de la ONG , los nuevos modelos que saldrán a la venta en los próximos tres años habrán aumentado considerablemente la autonomía y la competencia , lo que ayudará a abaratar los precios .	De hecho , solo seis de los 50 modelos más vendidos en Europa fueron actualizados en 2017 y hubo escasos lanzamientos de nuevos coches híbridos enchufables , lo que ha contribuido a frenar el progreso en la reducción de emisiones de dióxido de carbono del año pasado .
lanzamiento|NOUN|m	1	8	2	2,2,2,2,2	Para 2020 , el volumen de producción de lanzamiento del I. D. será de 100.000 unidades y , para 2025 , Volkswagen prevé comercializar " al menos " un millón de vehículos eléctricos .	Esta nueva generación de automóviles se lanzará casi al mismo tiempo en Europa , China y Estados Unidos .	Además , la firma Volkswagen invertirá 2.900 millones de euros en su centro de Wolfsburg para fabricar la nueva generación del Golf , entre otros aspectos , al tiempo que también inyectará 1.100 millones de euros en Emden para concentrar en dicha instalación la fabricación de la gama Passat .
lanzamiento|NOUN|m	1	28	2	2,2,2,2,2	Con el motivo de la bajada de producción , trabajadores del turno de noche serán recolocados en el de mañana o de tarde y en labores para el lanzamiento del nuevo Kuga , según informó a Europa Press el presidente del comité de empresa , Carlos Faubel .	La dirección de Ford España ha trasladado al comité de empresa de la compañía en una reunión este miércoles la decisión de recortar la producción diaria en su planta de Almussafes ( Valencia ) en entre 100 y 150 coches diarios en lo que resta de 2019 .	Faubel ha señalado que a partir de la semana que viene el comité de empresa y la dirección de la compañía comenzarán un periodo de negociación para que no se produzcan despidos debido a un excedente de personal .
lanzamiento|NOUN|m	1	1	2	2,2,2,2,2	Este lanzamiento se produce en mitad de una polémica internacional por los posibles riesgos para la salud de estos aparatos .	Logic estará disponible en tres colores ( gris , azul y rosa ) y contará con recargas de tres sabores diferentes : tabaco ( 18 mg/ml nicotina ) , mentol ( 18 mg/ml nicotina ) y bayas y menta ( 12 mg/ml nicotina ) .	La India , por ejemplo , vetó el mes pasado la venta , importación y producción de los cigarrillos electrónicos , y el presidente de Estados Unidos , Donald Trump , también anunció que su Administración está considerando prohibirlos tras el aumento de afecciones pulmonares graves que ya se han cobrado al menos seis vidas en el país .
lanzamiento|NOUN|m	1	20	2	2,2,2,2,2	Aprovechando su tirón , Rakuten Kobo , unidad de negocio de la japonesa Rakuten , ha anunciado este martes el lanzamiento de una novedad en su plataforma de autopublicación Kobo Writing Life ( KWL ) .	Solo en EE UU genera unos ingresos próximos a los 3.000 millones de dólares al año .	A partir de ahora , los autores autopublicados podrán subir , promover y vender audiolibros y ebooks utilizando " un sencillo panel de control " .
lanzamiento|NOUN|m	5	22	2	2,2,2,2,2	El libro , publicado en julio , con una tirada de 3.000 ejemplares , no ha merecido grandes titulares , ni el lanzamiento publicitario de los aspirantes a best sellers " .	Cuando tuvieron conocimiento de nuestra investigación , los familiares se dirigieron a nosotros para preguntarnos o darnos datos de sus familiares , muchos de ellos desaparecidos tras la Guerra Civil " , comentaron los dos autores del libro a este periódico .	Es difícil convertir el archivo de Mauthausen y el resto de los campos de la muerte en un superventas .
lanzamiento|NOUN|m	5	24	1	2,1,1,1,1	Que las muertes del 1 de noviembre se produjeran en el embotellamiento formado en un pasillo — por descontrol sobre el aforo , por lanzamiento de bengalas o por varias circunstancias combinadas — indica hasta qué punto habría sido necesario subsanar esa deficiencia , junto con otras señaladas respecto a la falta de preparación del recinto frente a los riesgos de incendio .	Se señalaba la insuficiencia de los pasillos de evacuación y la necesidad de construir otro acceso exterior en la parte opuesta al único existente .	Ese informe , emitido por el Área de Urbanismo en marzo de 2010 , se había pedido con vistas a la privatización del edificio .
lanzamiento|NOUN|m	5	28	2	2,2,2,2,2	Luego , ingresó 272.000 euros de fondos públicos para lanzar una Agencia Balear de Noticias , dinero que derivó , según el fiscal , en financiación para el lanzamiento de su web Libertad Balear .	Facturó 12.000 euros por unos reportajes deportivos de los que se desconoce su paradero .	Ambos medios fueron plataformas de Matas y del Partido Popular , extremo que rechaza Alemany , que niega haber alabado sus propios discursos más allá de unos cientos de palabras .
lanzamiento|NOUN|m	5	6	2	2,2,2,2,2	Este apoyo crediticio inicial permitió el lanzamiento " de Valyser .	Asebur Inversiones , principal sociedad patrimonial de Conde , le prestó 64 millones de pesetas y 56 millones , respectivamente , en julio y octubre de 1991 .	Las operaciones más sustanciosas de esta instrumental fueron realizadas con el grupo Banesto .
lanzamiento|NOUN|m	7	23	2	2,2,2,2,2	Según el letrado , ahora se abre un nuevo plazo de notificación y alegaciones a los integrantes de Hogar Social para un nuevo lanzamiento .	Los agentes judiciales han levantado acta de todo lo ocurrido y han explicado al abogado de Hogar Social que notificarían todo lo ocurrido al juzgado que ordenó la ejecución de la sentencia .	En la fachada del edificio se pueden leer pancartas con los lemas como ' Culpable de defenderte ' y ' Corrupción , prioridad inmigrantes , familias en casa , precariedad laboral , islamismo radical y pensionistas pobres ' .
